,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,traveltime_avg,studytime_avg,failures_avg,famrel_avg,freetime_avg,goout_avg,Dalc_avg,Walc_avg,health_avg,absences_avg,guardian_combined,schoolsup_combined,famsup_combined,paid_combined,activities_combined,higher_combined,romantic_combined,G1_avg,G2_avg,G3_avg
125,GP,F,16,U,LE3,T,2,4,other,health,course,yes,yes,2,2,0,4,2,2,1,2,5,2,father,no,yes,Unknown,yes,yes,yes,13.5,12.5,13.0
126,GP,M,16,U,GT3,T,4,4,health,other,course,yes,yes,1,1,0,3,4,4,1,4,5,11,mother,no,yes,no,yes,yes,no,13.0,12.0,13.0
127,GP,F,16,U,GT3,T,2,2,other,other,home,yes,yes,1,2,0,5,4,4,1,1,5,0,mother,no,no,Unknown,no,yes,yes,10.0,9.0,9.5
128,GP,M,15,U,GT3,T,3,4,services,services,home,yes,yes,1,1,0,5,5,5,3,2,5,1,father,yes,no,no,no,yes,no,11.0,11.0,10.5
129,GP,F,15,U,LE3,A,3,4,other,other,home,yes,yes,1,2,0,5,3,2,1,1,1,0,mother,yes,no,no,yes,yes,yes,8.5,10.5,11.0
130,GP,F,19,U,GT3,T,0,1,at_home,other,course,no,no,1,2,2,3,4,2,1,1,5,1,other,no,yes,no,no,no,no,8.0,9.0,10.0
131,GP,M,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,1,1,0,3,5,5,2,5,4,8,mother,no,no,Unknown,yes,yes,no,16.0,16.0,16.5
132,GP,F,15,R,GT3,T,3,4,services,teacher,course,yes,yes,2,3,1,4,2,2,2,2,5,0,father,no,yes,no,no,yes,yes,11.0,5.5,6.0
133,GP,F,15,U,GT3,T,1,1,at_home,other,course,no,yes,3,1,0,4,3,3,1,2,4,3,mother,no,yes,no,yes,yes,yes,9.5,6.0,6.5
134,GP,F,17,U,LE3,T,2,2,other,other,course,yes,yes,1,1,0,3,4,4,1,3,5,7,father,no,yes,no,no,yes,yes,11.5,12.5,12.0
135,GP,F,16,U,GT3,A,3,4,services,other,course,yes,yes,1,1,0,3,2,1,1,4,5,14,father,no,no,no,no,yes,no,13.5,12.0,12.5
136,GP,M,15,R,GT3,T,3,4,at_home,teacher,course,yes,no,4,2,0,5,3,3,1,1,5,1,mother,no,yes,no,no,yes,yes,10.5,5.5,5.5
137,GP,F,15,U,GT3,T,4,4,services,at_home,course,yes,yes,1,3,0,4,3,3,1,1,5,2,mother,no,yes,no,yes,yes,yes,12.0,7.0,7.5
138,GP,M,17,R,GT3,T,3,4,at_home,other,course,yes,no,3,2,0,5,4,5,2,4,5,1,mother,no,no,no,no,yes,no,10.0,4.5,5.0
139,GP,F,16,U,GT3,A,3,3,other,other,course,no,yes,2,1,1,4,3,2,1,1,5,2,other,no,yes,no,yes,yes,yes,6.5,4.5,5.0
140,GP,M,16,U,LE3,T,1,1,services,other,course,yes,no,1,2,2,4,4,4,1,3,5,0,mother,no,no,no,no,yes,yes,12.0,11.0,11.0
141,GP,F,15,U,GT3,T,4,4,teacher,teacher,course,yes,yes,2,1,0,4,3,2,1,1,5,3,mother,no,no,no,yes,yes,no,14.5,15.0,14.5
142,GP,M,15,U,GT3,T,4,3,teacher,services,course,yes,yes,2,4,0,2,2,2,1,1,3,3,father,yes,yes,no,no,yes,no,8.0,10.0,5.5
143,GP,M,16,U,LE3,T,2,2,services,services,reputation,yes,yes,2,1,1,2,3,3,2,2,2,6,father,no,yes,no,yes,yes,no,10.5,10.0,10.0
144,GP,F,15,U,GT3,T,4,4,teacher,services,course,yes,yes,1,3,0,4,2,2,1,1,5,2,mother,no,yes,Unknown,yes,yes,no,11.0,12.0,12.0
145,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,yes,yes,1,1,0,3,4,4,3,3,1,3,mother,no,no,no,no,yes,no,12.0,12.5,12.0
146,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,2,1,3,4,4,3,1,2,4,0,mother,Unknown,yes,no,Unknown,Unknown,no,7.0,4.5,5.0
147,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,1,1,2,5,4,5,1,2,5,11,mother,no,yes,no,no,yes,no,7.0,3.5,3.0
148,GP,F,15,U,GT3,T,1,1,other,services,course,yes,yes,1,2,0,4,4,2,1,2,5,0,father,no,yes,Unknown,no,yes,no,10.0,11.5,11.5
149,GP,F,15,U,GT3,T,3,2,health,services,home,yes,yes,1,2,2,3,3,2,1,1,3,1,father,no,yes,no,no,yes,no,8.5,9.0,5.5
150,GP,F,15,U,GT3,T,1,2,at_home,other,course,no,yes,1,2,0,4,3,2,1,1,5,4,mother,no,yes,Unknown,no,yes,no,11.5,11.5,12.0
151,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,1,2,0,4,4,3,2,2,5,3,Unknown,no,yes,no,Unknown,Unknown,Unknown,11.5,10.0,7.0
152,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,1,1,0,3,3,2,2,1,5,8,mother,no,yes,no,no,no,yes,8.0,7.5,4.0
153,GP,M,15,U,LE3,A,2,1,services,other,course,yes,yes,4,1,2,4,5,5,2,5,5,0,mother,no,no,no,no,yes,no,10.0,10.0,10.5
154,GP,M,18,U,LE3,T,1,1,other,other,course,yes,yes,1,1,2,2,3,5,2,5,4,0,mother,no,no,no,no,no,yes,8.5,7.0,0.0
155,GP,M,16,U,LE3,T,2,1,at_home,other,course,yes,no,1,1,1,4,4,4,3,5,5,6,mother,no,no,no,yes,yes,yes,10.5,11.5,12.0
156,GP,F,15,R,GT3,T,3,3,services,services,reputation,yes,yes,2,3,1,4,2,1,2,3,3,5,other,no,yes,yes,yes,yes,yes,11.5,11.5,11.5
157,GP,M,19,U,GT3,T,3,2,services,at_home,home,yes,yes,1,1,2,4,5,4,1,1,4,3,mother,no,yes,no,no,no,yes,8.0,4.5,5.5
158,GP,F,17,U,GT3,T,4,4,other,teacher,course,yes,no,1,1,0,4,2,1,1,1,4,0,mother,yes,yes,no,no,yes,yes,12.0,12.0,12.5
159,GP,M,15,R,GT3,T,2,3,at_home,services,course,yes,no,1,2,0,4,4,4,1,1,1,1,mother,yes,no,yes,yes,yes,no,9.0,8.0,8.0
160,GP,M,17,R,LE3,T,1,2,other,other,reputation,yes,no,1,1,2,2,2,2,3,3,5,11,mother,no,no,no,no,yes,no,12.5,10.0,11.5
161,GP,F,18,R,GT3,T,1,1,at_home,other,course,no,no,3,1,3,5,2,5,1,5,4,6,mother,no,yes,no,yes,yes,no,10.0,9.0,10.5
162,GP,M,16,R,GT3,T,2,2,at_home,other,course,no,no,3,1,0,4,2,2,1,2,3,3,mother,no,no,no,no,yes,no,14.5,12.5,13.0
163,GP,M,16,U,GT3,T,3,3,other,services,course,yes,yes,1,2,1,4,5,5,4,4,5,2,father,no,yes,Unknown,no,yes,yes,10.0,11.0,6.5
164,GP,M,17,R,LE3,T,2,1,at_home,other,course,yes,yes,2,1,2,3,3,2,2,2,5,4,mother,no,no,Unknown,yes,no,yes,7.5,7.0,4.5
165,GP,M,17,R,LE3,T,1,1,other,services,course,yes,no,4,2,2,5,3,5,1,5,5,0,mother,no,no,no,yes,no,yes,6.5,8.0,7.5
166,GP,M,16,U,GT3,T,2,2,other,other,course,yes,yes,1,2,0,4,3,5,2,4,4,2,father,no,no,no,no,no,no,9.5,10.0,10.5
167,GP,F,16,U,GT3,T,4,2,health,services,home,yes,yes,1,2,0,4,2,3,1,1,3,0,father,no,no,Unknown,no,yes,yes,15.5,16.0,17.0
168,GP,F,16,U,GT3,T,2,2,other,other,home,no,yes,1,2,0,5,1,5,1,1,4,0,mother,no,yes,Unknown,no,yes,no,9.0,9.5,6.5
169,GP,F,16,U,GT3,T,4,4,health,health,reputation,yes,yes,1,2,0,4,4,2,1,1,3,0,mother,no,yes,Unknown,no,yes,yes,15.0,15.0,15.5
170,GP,M,16,U,GT3,T,3,4,other,other,course,no,yes,3,1,2,3,4,5,2,4,2,2,father,no,yes,no,yes,yes,no,7.5,7.0,5.0
171,GP,M,16,U,GT3,T,1,0,other,other,reputation,yes,yes,2,2,0,4,3,2,1,1,3,1,mother,no,yes,Unknown,yes,yes,yes,14.5,16.0,17.0
172,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,yes,yes,1,2,0,4,4,4,1,3,5,0,mother,no,yes,Unknown,yes,yes,no,12.0,10.0,10.0
173,GP,F,16,U,GT3,T,1,3,at_home,services,home,no,yes,1,2,2,4,3,5,1,1,3,0,mother,no,no,no,yes,yes,yes,11.0,10.0,6.5
174,GP,F,16,U,LE3,T,3,3,other,other,reputation,yes,yes,2,2,0,4,4,5,1,1,4,2,mother,no,yes,Unknown,yes,yes,no,12.0,12.5,12.0
175,GP,M,17,U,LE3,T,4,3,teacher,other,course,yes,yes,2,2,0,4,4,4,4,4,4,2,mother,no,no,Unknown,yes,yes,no,10.0,10.0,10.0
176,GP,F,16,U,GT3,T,2,2,services,other,reputation,no,yes,2,2,0,3,4,4,1,4,5,1,mother,no,no,Unknown,yes,yes,no,13.0,12.5,12.5
177,GP,M,17,U,GT3,T,3,3,other,other,reputation,no,yes,1,2,0,4,3,4,1,4,4,4,father,no,no,no,yes,yes,no,8.5,7.0,8.0
178,GP,M,16,R,GT3,T,4,2,teacher,services,other,yes,yes,1,1,0,4,3,3,3,4,3,9,mother,no,yes,no,yes,yes,yes,10.0,8.5,10.0
179,GP,M,17,U,GT3,T,4,3,other,other,course,yes,yes,1,2,0,5,2,3,1,1,2,4,mother,no,yes,Unknown,yes,yes,yes,10.5,10.5,12.0
180,GP,M,16,U,GT3,T,4,3,teacher,other,home,yes,yes,1,2,0,3,4,3,2,3,3,7,mother,no,yes,yes,yes,yes,no,10.0,9.0,9.5
181,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,1,2,0,4,2,3,1,2,4,3,Unknown,no,Unknown,Unknown,yes,yes,Unknown,12.5,13.5,13.0
182,GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,1,2,0,4,2,3,1,2,3,1,mother,no,no,Unknown,yes,yes,yes,11.5,12.5,12.5
183,GP,F,17,U,GT3,T,2,4,services,services,reputation,yes,no,1,2,0,5,4,2,2,3,5,0,father,no,yes,no,yes,yes,no,16.5,17.5,17.0
184,GP,F,17,U,LE3,T,3,3,other,other,reputation,yes,yes,1,2,0,5,3,3,2,3,1,44,mother,no,yes,no,yes,yes,yes,11.5,11.0,11.0
185,GP,F,16,U,GT3,T,3,2,other,other,reputation,yes,yes,1,2,0,1,2,2,1,2,1,11,mother,no,yes,Unknown,no,yes,no,13.0,14.0,14.0
186,GP,M,17,U,GT3,T,3,3,services,services,other,yes,yes,1,2,0,4,3,4,2,3,4,9,mother,no,yes,no,yes,yes,yes,11.5,12.5,12.5
187,GP,M,16,U,GT3,T,1,2,services,services,other,yes,yes,1,1,0,3,3,3,1,2,3,1,mother,no,yes,Unknown,yes,yes,yes,10.5,10.5,11.0
188,GP,M,16,U,LE3,T,2,1,other,other,course,yes,yes,1,2,0,4,2,3,1,2,5,0,mother,no,no,Unknown,yes,yes,yes,14.0,14.5,15.5
189,GP,F,17,U,GT3,A,3,3,health,other,reputation,no,yes,1,2,0,3,3,3,1,3,3,8,mother,no,yes,no,no,yes,yes,10.0,10.0,11.5
190,GP,M,17,R,GT3,T,1,2,at_home,other,home,yes,no,1,2,0,3,1,3,1,5,3,5,mother,no,no,no,no,yes,no,8.5,9.0,10.0
191,GP,F,16,U,GT3,T,2,3,services,services,course,yes,yes,1,2,0,4,3,3,1,1,2,8,mother,no,no,no,no,yes,no,11.5,12.0,13.0
192,GP,F,17,U,GT3,T,1,1,at_home,services,course,yes,yes,1,2,0,5,3,3,1,1,3,0,mother,no,no,no,yes,yes,no,10.0,9.5,10.5
193,GP,M,17,U,GT3,T,1,2,at_home,services,other,no,yes,2,2,0,4,4,4,4,5,5,14,other,no,no,Unknown,yes,yes,no,8.5,9.5,10.0
194,GP,M,16,R,GT3,T,3,3,services,services,reputation,yes,yes,1,1,0,4,3,2,3,4,5,4,mother,no,yes,no,yes,yes,no,9.5,9.5,10.0
195,GP,M,16,U,GT3,T,2,3,other,other,home,yes,yes,2,1,0,5,3,3,1,1,3,0,father,no,no,no,no,yes,no,13.0,13.0,13.0
196,GP,F,17,U,LE3,T,2,4,services,services,course,yes,yes,1,2,0,4,3,2,1,1,5,4,father,no,no,no,yes,yes,yes,14.0,15.0,15.5
197,GP,M,17,U,GT3,T,4,4,services,teacher,home,yes,yes,1,1,0,5,2,3,1,2,5,4,mother,no,no,no,no,yes,no,15.0,14.0,15.0
198,GP,M,16,R,LE3,T,3,3,teacher,other,home,yes,yes,3,1,0,3,3,4,3,5,3,12,father,no,yes,Unknown,yes,yes,no,9.5,10.0,11.0
199,GP,F,17,U,GT3,T,4,4,services,teacher,home,yes,yes,2,1,1,4,2,4,2,3,2,27,mother,no,yes,no,no,yes,no,16.0,16.5,17.0
200,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,yes,yes,1,2,0,4,5,2,1,2,3,0,mother,no,yes,Unknown,no,yes,no,10.0,9.5,10.5
201,GP,F,16,U,GT3,T,4,3,health,other,home,yes,yes,1,2,0,4,3,5,1,5,2,2,mother,no,yes,no,yes,yes,no,15.0,15.0,15.5
202,GP,F,16,U,GT3,T,2,3,other,other,reputation,yes,no,1,2,0,4,4,3,1,3,4,5,mother,yes,yes,Unknown,yes,yes,no,9.5,11.0,11.0
203,GP,F,17,U,GT3,T,1,1,other,other,course,no,no,1,2,0,4,4,4,1,3,1,2,mother,no,yes,Unknown,no,yes,no,11.5,12.0,12.5
204,GP,F,17,R,GT3,T,2,2,other,other,reputation,yes,yes,1,1,0,5,3,2,1,2,3,20,mother,no,yes,no,no,yes,no,10.0,9.5,9.5
205,GP,F,16,R,GT3,T,2,2,services,services,reputation,no,yes,2,4,0,5,3,5,1,1,5,6,mother,no,yes,Unknown,yes,yes,no,11.5,11.5,12.0
206,GP,F,17,U,GT3,T,3,4,at_home,services,home,yes,yes,1,3,1,4,4,3,3,4,5,21,mother,no,yes,yes,no,yes,yes,9.0,9.0,8.5
207,GP,F,16,U,GT3,A,3,1,services,other,course,yes,yes,1,2,2,2,3,3,2,2,4,4,mother,no,yes,Unknown,no,yes,no,9.0,9.0,9.5
208,GP,F,16,U,GT3,T,4,3,teacher,other,other,yes,yes,1,2,0,1,3,2,1,1,1,7,mother,no,no,Unknown,yes,yes,yes,12.5,13.5,14.0
209,GP,F,16,U,GT3,T,1,1,at_home,other,home,yes,no,2,1,0,4,3,2,1,4,5,4,mother,no,yes,Unknown,no,yes,no,10.5,11.0,11.5
210,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,yes,yes,2,3,0,4,4,2,1,1,4,3,mother,no,yes,Unknown,yes,yes,yes,9.0,9.5,9.5
211,GP,F,19,U,GT3,T,3,3,other,other,reputation,yes,yes,1,4,0,4,3,3,1,2,3,7,other,no,yes,Unknown,yes,yes,no,10.0,10.0,10.0
212,GP,M,17,U,LE3,T,4,4,services,other,home,yes,yes,1,2,0,5,3,5,4,5,3,14,mother,no,yes,Unknown,no,yes,yes,12.5,12.0,12.5
213,GP,F,16,U,GT3,A,2,2,other,other,reputation,yes,yes,1,2,0,3,3,4,1,1,4,0,mother,yes,yes,Unknown,no,yes,no,12.5,13.0,13.5
214,GP,M,18,U,GT3,T,2,2,services,other,home,yes,yes,1,2,0,4,4,4,2,4,5,12,mother,no,yes,Unknown,yes,yes,no,9.0,9.0,9.5
215,GP,F,17,R,LE3,T,4,4,services,other,other,yes,no,1,1,0,5,2,1,1,2,3,9,mother,no,yes,Unknown,no,yes,no,10.0,10.5,10.5
216,GP,F,17,U,LE3,T,3,2,other,other,reputation,yes,yes,2,2,0,4,4,4,1,3,1,2,mother,no,no,Unknown,no,yes,no,14.0,15.5,15.0
217,GP,F,17,U,GT3,T,4,3,other,other,reputation,yes,yes,1,2,1,3,4,5,2,4,1,19,mother,no,no,Unknown,no,yes,yes,8.5,7.5,7.0
218,GP,M,18,U,LE3,T,3,3,services,health,home,yes,yes,1,2,0,3,2,4,2,4,4,12,father,no,yes,Unknown,no,yes,no,8.0,8.0,9.0
219,GP,F,17,U,GT3,T,2,3,at_home,other,home,yes,no,2,1,0,3,3,3,1,4,3,4,father,no,yes,Unknown,no,yes,no,9.5,10.0,10.5
220,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,yes,yes,1,3,0,4,3,3,1,1,4,2,mother,no,yes,Unknown,yes,yes,no,10.5,11.0,11.5
221,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,yes,yes,2,2,0,4,2,5,1,2,5,1,mother,no,yes,no,yes,yes,no,8.5,8.0,8.5
222,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,yes,no,1,3,0,4,3,4,1,1,5,6,mother,no,yes,no,yes,yes,yes,9.0,8.5,6.0
223,GP,F,16,U,GT3,T,2,3,services,teacher,other,yes,yes,1,2,0,2,3,1,1,1,3,1,mother,yes,no,no,no,yes,no,14.5,14.5,15.5
224,GP,M,18,U,GT3,T,2,2,other,other,home,yes,yes,2,2,2,3,3,3,5,5,4,4,mother,no,yes,yes,no,yes,no,11.0,11.0,11.5
225,GP,F,16,U,GT3,T,4,4,teacher,services,home,no,yes,1,3,0,5,3,2,1,1,5,2,mother,no,yes,no,yes,yes,no,14.0,14.5,15.0
226,GP,F,18,R,GT3,T,3,1,other,other,reputation,yes,yes,1,2,0,5,3,3,1,1,4,10,mother,no,no,no,yes,yes,yes,8.5,8.0,7.5
227,GP,F,17,U,GT3,T,3,2,other,other,course,no,yes,1,2,0,5,3,4,1,3,3,6,mother,no,no,no,yes,yes,no,16.5,16.5,16.0
228,GP,M,17,U,LE3,T,2,3,services,services,reputation,no,yes,1,2,0,5,3,3,1,3,3,1,father,no,yes,Unknown,no,yes,no,11.0,11.0,11.5
229,GP,M,18,U,LE3,T,2,1,at_home,other,course,yes,yes,4,2,0,4,3,2,4,5,3,8,mother,yes,yes,Unknown,yes,yes,yes,9.5,9.0,10.0
230,GP,F,17,U,GT3,A,2,1,other,other,course,yes,yes,2,3,0,3,2,3,1,2,3,5,mother,no,no,no,yes,yes,yes,13.5,12.5,14.0
231,GP,F,17,U,LE3,T,4,3,health,other,reputation,yes,yes,1,2,0,3,2,3,1,2,3,7,father,no,no,no,yes,yes,yes,13.5,12.5,13.0
232,GP,M,17,R,GT3,T,2,2,other,other,course,yes,yes,2,2,0,4,5,2,1,1,1,2,father,no,yes,Unknown,yes,yes,no,11.5,12.0,12.0
233,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,yes,yes,1,2,0,4,5,5,1,3,2,7,mother,yes,yes,no,yes,yes,yes,12.0,11.0,11.0
234,GP,M,16,U,GT3,T,4,4,health,other,reputation,yes,yes,1,2,0,4,2,4,2,4,1,1,father,no,yes,Unknown,yes,yes,no,13.5,13.0,13.5
235,GP,M,16,U,LE3,T,1,1,other,other,home,yes,yes,2,2,0,3,4,2,1,1,5,10,mother,no,yes,Unknown,no,yes,no,9.0,8.0,7.5
236,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,yes,yes,2,3,0,5,3,3,1,3,2,5,mother,no,no,no,yes,yes,yes,11.5,10.5,11.0
237,GP,M,17,U,LE3,T,2,2,other,other,home,no,yes,1,2,0,4,4,2,5,5,4,2,father,no,no,Unknown,yes,yes,yes,15.0,14.5,14.5
238,GP,F,16,U,GT3,T,2,1,other,other,home,yes,yes,1,1,0,4,5,2,1,1,5,12,mother,no,no,no,no,yes,yes,11.0,11.0,11.0
239,GP,F,17,R,GT3,T,2,1,at_home,services,course,yes,no,3,2,0,2,1,1,1,1,3,2,mother,no,no,no,yes,yes,no,13.0,12.0,12.0
240,GP,M,18,U,GT3,T,2,2,other,services,reputation,yes,yes,1,2,0,5,5,4,3,5,2,8,father,no,no,no,no,no,no,7.5,7.0,4.0
241,GP,M,17,U,LE3,T,4,3,health,other,course,yes,yes,2,2,0,2,5,5,1,4,5,11,mother,no,no,no,yes,yes,yes,13.5,13.5,13.5
242,GP,M,17,R,LE3,A,4,4,teacher,other,course,yes,yes,2,2,0,3,3,3,2,3,4,1,mother,no,yes,Unknown,no,yes,no,11.0,11.5,12.0
243,GP,M,16,U,LE3,T,4,3,teacher,other,course,no,yes,1,1,0,5,4,5,1,1,3,4,mother,no,no,no,yes,yes,no,10.0,7.0,7.5
244,GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,1,2,0,5,3,2,1,2,5,0,mother,no,Unknown,no,yes,yes,no,14.0,12.5,12.5
245,GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,1,1,0,5,3,2,1,2,5,2,mother,no,no,Unknown,yes,yes,no,13.5,13.5,13.5
246,GP,F,18,U,GT3,T,2,1,other,other,course,no,yes,2,3,0,4,4,4,1,1,3,5,other,no,yes,Unknown,no,yes,yes,9.5,5.0,5.5
247,GP,M,16,U,GT3,T,2,1,other,other,course,yes,yes,3,1,0,4,3,3,1,1,4,6,mother,no,no,no,no,yes,no,16.5,17.0,17.0
248,GP,M,17,U,GT3,T,2,3,other,other,course,yes,yes,2,1,0,5,2,2,1,1,2,3,father,no,no,no,no,yes,no,10.5,12.0,13.0
249,GP,M,22,U,GT3,T,3,1,services,services,other,no,yes,1,1,3,5,4,5,5,5,1,14,mother,no,no,no,no,no,yes,6.5,8.0,6.5
250,GP,M,18,R,LE3,T,3,3,other,services,course,yes,yes,1,2,0,4,3,3,1,3,5,8,mother,no,yes,no,no,yes,yes,6.5,7.0,7.5
251,GP,M,16,U,GT3,T,0,2,other,other,other,no,yes,1,1,0,4,3,2,2,4,5,0,mother,no,no,Unknown,no,yes,no,12.0,13.5,13.0
252,GP,M,18,U,GT3,T,3,2,services,other,course,yes,yes,2,1,0,4,4,5,2,4,5,4,mother,no,no,no,no,no,no,6.5,8.0,7.5
